gene	cites	cite_delta	cite_rank	cite_rank_delta
CPED1	0	-6	5475	1428
DNAJB14	0	-6	5475	1428
POF1B	0	-7	5475	-701
SVEP1	0	-6	5475	1428
IFT56	0	-5	5475	4404
PLEKHH3	0	-5	5475	4404
GREB1L	0	-6	5475	1428
ESRP2	0	-5	5475	4404
DOCK5	0	-6	5475	1428
TRAPPC13	0	-6	5475	1428
PSME3IP1	0	-6	5475	1428
PHC3	0	-9	5475	-2868
MINDY3	0	-6	5475	1428
DGLUCY	0	-6	5475	1428
NAA25	0	-7	5475	-701
UBTD1	0	-6	5475	1428
FOXRED2	0	-6	5475	1428
MYO15B	0	-5	5475	4404
NRSN2	0	-7	5475	-701
SLC8B1	0	-7	5475	-701
FBXL18	0	-6	5475	1428
ZNF556	0	-6	5475	1428
PGAP1	0	-8	5475	-2004
ZNF606	0	-6	5475	1428
MZT2B	0	-6	5475	1428
ARL14	0	-5	5475	4404
VCPIP1	0	-7	5475	-701
TRIM46	0	-8	5475	-2004
LRRC8E	0	-6	5475	1428
RPF1	0	-5	5475	4404
ZNF703	0	-7	5475	-701
PTGES2	0	-8	5475	-2004
FRAS1	0	-6	5475	1428
THOC7	0	-7	5475	-701
UXS1	0	-7	5475	-701
CENPT	0	-8	5475	-2004
NAA15	0	-12	5475	-4179
ASMTL-AS1	0	-5	5475	4404
PGGHG	0	-6	5475	1428
PRR36	0	-6	5475	1428
ABHD18	0	-6	5475	1428
MYO19	0	-5	5475	4404
TTI2	0	-6	5475	1428
MUS81	0	-7	5475	-701
HKDC1	0	-7	5475	-701
CHD9	0	-8	5475	-2004
PROSER1	0	-6	5475	1428
ALPK1	0	-6	5475	1428
NAA50	0	-9	5475	-2868
COQ10B	0	-6	5475	1428
ACSF2	0	-8	5475	-2004
TARS2	0	-9	5475	-2868
RAB11FIP1	0	-7	5475	-701
NUBPL	0	-9	5475	-2868
PAAF1	0	-8	5475	-2004
RUFY1	0	-10	5475	-3431
WDR26	0	-13	5475	-4420
FAAP100	0	-6	5475	1428
CEP63	0	-7	5475	-701
PHAF1	0	-6	5475	1428
EDEM3	0	-8	5475	-2004
HSD3B7	0	-5	5475	4404
GRPEL1	0	-9	5475	-2868
CDK5RAP3	0	-9	5475	-2868
WDCP	0	-6	5475	1428
TRABD	0	-7	5475	-701
MED28	0	-6	5475	1428
EPC1	0	-7	5475	-701
ZKSCAN3	0	-6	5475	1428
GKAP1	0	-7	5475	-701
SP6	0	-6	5475	1428
WNT10A	0	-6	5475	1428
ULBP2	0	-5	5475	4404
ULBP1	0	-6	5475	1428
DCAF11	0	-8	5475	-2004
REEP4	0	-6	5475	1428
SKIC8	0	-10	5475	-3431
LPAL2	0	-6	5475	1428
TNKS2	0	-6	5475	1428
UBXN6	0	-6	5475	1428
ACAD10	0	-6	5475	1428
IQCN	0	-5	5475	4404
TTYH3	0	-9	5475	-2868
THSD7B	0	-5	5475	4404
THUMPD2	0	-5	5475	4404
AARSD1	0	-6	5475	1428
CPTP	0	-6	5475	1428
TMEM177	0	-6	5475	1428
CYB5B	0	-7	5475	-701
INTS5	0	-7	5475	-701
ASXL3	0	-7	5475	-701
EEPD1	0	-6	5475	1428
DUSP16	0	-6	5475	1428
ZFP91	0	-14	5475	-4627
TAS1R2	0	-6	5475	1428
SH3BP5L	0	-6	5475	1428
LNPK	0	-5	5475	4404
ILKAP	0	-10	5475	-3431
KCNH6	0	-6	5475	1428
POLR2M	0	-6	5475	1428
PTDSS2	0	-6	5475	1428
GPR63	0	-5	5475	4404
HM13	0	-9	5475	-2868
MOB2	0	-7	5475	-701
ITFG1	0	-6	5475	1428
SGPP1	0	-6	5475	1428
SLC38A1	0	-8	5475	-2004
TMX1	0	-8	5475	-2004
FBXO38	0	-7	5475	-701
TDRD3	0	-7	5475	-701
CYRIA	0	-6	5475	1428
RCC1L	0	-8	5475	-2004
INTS14	0	-6	5475	1428
MAGED4B	0	-6	5475	1428
TRIM11	0	-7	5475	-701
LMAN2L	0	-7	5475	-701
NDEL1	0	-8	5475	-2004
TXNDC5	0	-15	5475	-4802
APOLD1	0	-5	5475	4404
FIP1L1	0	-15	5475	-4802
SNX27	0	-11	5475	-3874
ANP32E	0	-8	5475	-2004
TMEM163	0	-8	5475	-2004
TRMT1L	0	-14	5475	-4627
TSC22D4	0	-8	5475	-2004
CCNL2	0	-6	5475	1428
VMP1	0	-8	5475	-2004
ISCA1	0	-6	5475	1428
RNF170	0	-7	5475	-701
TLR10	0	-7	5475	-701
ADAMTS10	0	-5	5475	4404
VANGL1	0	-7	5475	-701
RNF146	0	-6	5475	1428
TMEM14B	0	-7	5475	-701
SHARPIN	0	-11	5475	-3874
ARPC5L	0	-6	5475	1428
ISG20L2	0	-7	5475	-701
LAS1L	0	-12	5475	-4179
FAHD1	0	-7	5475	-701
QTRT1	0	-7	5475	-701
SLIRP	0	-8	5475	-2004
SEH1L	0	-9	5475	-2868
KIF18A	0	-7	5475	-701
ZNF93	0	-6	5475	1428
HDHD3	0	-5	5475	4404
PITPNM3	0	-6	5475	1428
FCRL5	0	-6	5475	1428
ADPGK	0	-6	5475	1428
SH3BGRL3	0	-9	5475	-2868
SF3B5	0	-8	5475	-2004
INO80B	0	-7	5475	-701
PUS7L	0	-5	5475	4404
ABHD11	0	-5	5475	4404
CDCA3	0	-12	5475	-4179
KATNAL2	0	-7	5475	-701
DOHH	0	-7	5475	-701
ARHGAP24	0	-6	5475	1428
DDX59	0	-6	5475	1428
PUS3	0	-6	5475	1428
EPPK1	0	-10	5475	-3431
AIF1L	0	-9	5475	-2868
DNAL1	0	-5	5475	4404
RILP	0	-6	5475	1428
COG3	0	-9	5475	-2868
TMUB1	0	-8	5475	-2004
NUDT12	0	-6	5475	1428
CCM2	0	-7	5475	-701
GUCD1	0	-6	5475	1428
C18orf21	0	-6	5475	1428
ZMIZ2	0	-7	5475	-701
C11orf68	0	-6	5475	1428
RAMAC	0	-7	5475	-701
FAM107B	0	-6	5475	1428
SELENOO	0	-6	5475	1428
DYNLRB2	0	-6	5475	1428
DYNLRB1	0	-9	5475	-2868
TLN2	0	-8	5475	-2004
PARP9	0	-6	5475	1428
CD99L2	0	-6	5475	1428
HSDL1	0	-6	5475	1428
TRAPPC9	0	-7	5475	-701
SH3BGRL2	0	-5	5475	4404
TRPT1	0	-6	5475	1428
INHBE	0	-7	5475	-701
SLC25A18	0	-6	5475	1428
ATG10	0	-7	5475	-701
ITCH	0	-15	5475	-4802
GRWD1	0	-9	5475	-2868
L3MBTL2	0	-12	5475	-4179
LONP2	0	-6	5475	1428
KRTAP4-12	0	-7	5475	-701
RBM4B	0	-7	5475	-701
ARMC10	0	-6	5475	1428
USP26	0	-5	5475	4404
ATAD3B	0	-14	5475	-4627
TAF3	0	-9	5475	-2868
TMEM120A	0	-6	5475	1428
RAB34	0	-7	5475	-701
TBC1D10A	0	-6	5475	1428
CDCA7	0	-5	5475	4404
SLC25A2	0	-7	5475	-701
SNX25	0	-6	5475	1428
SPATA16	0	-5	5475	4404
HASPIN	0	-6	5475	1428
IMMP2L	0	-5	5475	4404
NACA4P	0	-5	5475	4404
SLC4A11	0	-7	5475	-701
SPNS1	0	-5	5475	4404
FAM234A	0	-6	5475	1428
CCDC8	0	-7	5475	-701
FAM172A	0	-6	5475	1428
REG4	0	-7	5475	-701
TMPRSS13	0	-5	5475	4404
OBSCN	0	-7	5475	-701
KATNAL1	0	-8	5475	-2004
MND1	0	-7	5475	-701
WDR54	0	-6	5475	1428
RBM48	0	-6	5475	1428
MAGT1	0	-10	5475	-3431
HDHD2	0	-6	5475	1428
FHIP1B	0	-6	5475	1428
NSRP1	0	-6	5475	1428
PRAM1	0	-6	5475	1428
ZIC4	0	-5	5475	4404
PCGF6	0	-12	5475	-4179
WDR75	0	-7	5475	-701
ACAD11	0	-6	5475	1428
CEP78	0	-8	5475	-2004
USP42	0	-4	5475	21289
UTP15	0	-6	5475	1428
SLC7A6OS	0	-5	5475	4404
ABRAXAS1	0	-9	5475	-2868
SYDE2	0	-5	5475	4404
ZNF644	0	-7	5475	-701
KAT8	0	-9	5475	-2868
PPP1R1B	0	-5	5475	4404
RNASEH2C	0	-7	5475	-701
RPF2	0	-10	5475	-3431
ASCC2	0	-10	5475	-3431
ANTXR1	0	-6	5475	1428
LOXL4	0	-7	5475	-701
POLR1B	0	-12	5475	-4179
MYH16	0	-5	5475	4404
FAR1	0	-10	5475	-3431
USP48	0	-10	5475	-3431
POMK	0	-6	5475	1428
ZMYND15	0	-7	5475	-701
MAF1	0	-5	5475	4404
TMEM126A	0	-5	5475	4404
ZCCHC9	0	-8	5475	-2004
MRI1	0	-6	5475	1428
FYTTD1	0	-5	5475	4404
FLYWCH1	0	-8	5475	-2004
SYT3	0	-5	5475	4404
DCUN1D5	0	-8	5475	-2004
TCHP	0	-7	5475	-701
PSMG3	0	-6	5475	1428
HSDL2	0	-9	5475	-2868
POLR3GL	0	-5	5475	4404
CARD19	0	-6	5475	1428
POLDIP3	0	-11	5475	-3874
YIPF4	0	-5	5475	4404
NOA1	0	-7	5475	-701
COQ5	0	-7	5475	-701
SLC25A33	0	-6	5475	1428
EIF1AD	0	-6	5475	1428
TMEM175	0	-5	5475	4404
ING5	0	-7	5475	-701
WDR83	0	-8	5475	-2004
PRXL2A	0	-7	5475	-701
LLPH	0	-7	5475	-701
UQCC2	0	-6	5475	1428
DDI2	0	-8	5475	-2004
CHCHD6	0	-7	5475	-701
PYM1	0	-10	5475	-3431
PDCD2L	0	-9	5475	-2868
NUDT16L1	0	-9	5475	-2868
C7orf50	0	-10	5475	-3431
MRPL45	0	-7	5475	-701
VPS25	0	-9	5475	-2868
CCDC77	0	-5	5475	4404
CMSS1	0	-9	5475	-2868
ACBD6	0	-5	5475	4404
THOC3	0	-13	5475	-4420
SARNP	0	-11	5475	-3874
LZIC	0	-6	5475	1428
MCRIP2	0	-7	5475	-701
ELOF1	0	-6	5475	1428
GFM2	0	-9	5475	-2868
COG8	0	-6	5475	1428
ARFGAP2	0	-8	5475	-2004
NIFK	0	-14	5475	-4627
HOOK3	0	-7	5475	-701
ECRG4	0	-5	5475	4404
LZTS2	0	-6	5475	1428
SYVN1	0	-13	5475	-4420
ZNF512	0	-10	5475	-3431
PHYHIPL	0	-6	5475	1428
LCOR	0	-7	5475	-701
ZMAT1	0	-5	5475	4404
FAM120B	0	-7	5475	-701
GHDC	0	-7	5475	-701
MCM8	0	-6	5475	1428
DCTN5	0	-6	5475	1428
JAGN1	0	-7	5475	-701
ZC3H8	0	-6	5475	1428
ACSS1	0	-6	5475	1428
KBTBD8	0	-5	5475	4404
MRPL43	0	-9	5475	-2868
PGBD1	0	-7	5475	-701
MAK16	0	-6	5475	1428
PARD6G	0	-5	5475	4404
PARD6B	0	-6	5475	1428
TUBB6	0	-18	5475	-5105
ZGPAT	0	-7	5475	-701
KIRREL3	0	-5	5475	4404
FNDC1	0	-6	5475	1428
TNRC18	0	-5	5475	4404
AFAP1L2	0	-7	5475	-701
GPR174	0	-6	5475	1428
USP38	0	-8	5475	-2004
KIF2B	0	-6	5475	1428
GLYR1	0	-12	5475	-4179
DPY30	0	-10	5475	-3431
HYCC1	0	-6	5475	1428
KDM2B	0	-9	5475	-2868
HINT2	0	-7	5475	-701
INSM2	0	-5	5475	4404
PPP1R9B	0	-11	5475	-3874
SPMIP6	0	-5	5475	4404
SPATA22	0	-5	5475	4404
MCEE	0	-6	5475	1428
MYO18B	0	-5	5475	4404
COX4I2	0	-5	5475	4404
GTPBP3	0	-6	5475	1428
LNX1	0	-7	5475	-701
HDGFL2	0	-12	5475	-4179
PIGO	0	-6	5475	1428
PSRC1	0	-6	5475	1428
PLEKHA8	0	-5	5475	4404
PRRC2B	0	-12	5475	-4179
AFAP1-AS1	0	-7	5475	-701
UNC119B	0	-7	5475	-701
USP30	0	-4	5475	21289
TRIM51	0	-6	5475	1428
DLGAP1-AS2	0	-8	5475	-2004
CROCCP2	0	-5	5475	4404
BUD13	0	-7	5475	-701
RTN4IP1	0	-6	5475	1428
TXNDC17	0	-9	5475	-2868
IL17RC	0	-7	5475	-701
LMNB2	0	-10	5475	-3431
ATP5MK	0	-8	5475	-2004
ABHD14B	0	-9	5475	-2868
ARHGAP5-AS1	0	-5	5475	4404
HPDL	0	-6	5475	1428
TRIM52	0	-6	5475	1428
ATP1A1-AS1	0	-5	5475	4404
LINC00839	0	-8	5475	-2004
ZNF503	0	-6	5475	1428
LRCH3	0	-7	5475	-701
RIOX2	0	-12	5475	-4179
CBR4	0	-6	5475	1428
RSPO3	0	-5	5475	4404
PARP10	0	-7	5475	-701
MFSD2A	0	-6	5475	1428
RPUSD4	0	-6	5475	1428
C1orf198	0	-6	5475	1428
SPPL2A	0	-6	5475	1428
ADO	0	-6	5475	1428
TBRG1	0	-6	5475	1428
NFATC2IP	0	-9	5475	-2868
FAM136A	0	-7	5475	-701
TMEM87B	0	-4	5475	21289
ZNF587	0	-6	5475	1428
UTP4	0	-10	5475	-3431
TMEM209	0	-7	5475	-701
MASTL	0	-7	5475	-701
RAB2B	0	-6	5475	1428
RITA1	0	-7	5475	-701
ZNRF1	0	-6	5475	1428
PWWP3A	0	-7	5475	-701
WDR73	0	-6	5475	1428
LTV1	0	-10	5475	-3431
SERAC1	0	-7	5475	-701
TIGD5	0	-6	5475	1428
PRPF38A	0	-8	5475	-2004
CGNL1	0	-6	5475	1428
NUDCD1	0	-9	5475	-2868
SYTL1	0	-7	5475	-701
UBASH3B	0	-6	5475	1428
FBXL20	0	-4	5475	21289
AJUBA	0	-9	5475	-2868
SNHG7	0	-5	5475	4404
FRMD5	0	-7	5475	-701
MIR22HG	0	-5	5475	4404
ARHGAP19	0	-6	5475	1428
UBL7	0	-5	5475	4404
PHYKPL	0	-5	5475	4404
TCEAL3	0	-5	5475	4404
REPS1	0	-9	5475	-2868
H2AC12	0	-9	5475	-2868
H2BC12	0	-13	5475	-4420
PPIL4	0	-12	5475	-4179
SYDE1	0	-6	5475	1428
TRIM5	0	-7	5475	-701
ZCCHC3	0	-10	5475	-3431
ALG2	0	-7	5475	-701
MYLK2	0	-6	5475	1428
STRIP1	0	-8	5475	-2004
RIMBP3	0	-4	5475	21289
MICALL1	0	-8	5475	-2004
SLX9	0	-10	5475	-3431
RGS8	0	-7	5475	-701
EAF1	0	-7	5475	-701
RHPN2	0	-6	5475	1428
DOCK7	0	-12	5475	-4179
ITPRIP	0	-6	5475	1428
UNK	0	-6	5475	1428
CFAP74	0	-5	5475	4404
TSPYL5	0	-7	5475	-701
CEP295	0	-5	5475	4404
TANC1	0	-6	5475	1428
SSH2	0	-6	5475	1428
SELENOI	0	-6	5475	1428
GFM1	0	-9	5475	-2868
SCIN	0	-6	5475	1428
CCDC65	0	-5	5475	4404
GTPBP10	0	-8	5475	-2004
PNPT1	0	-10	5475	-3431
ANKRD13A	0	-7	5475	-701
RRP36	0	-6	5475	1428
TRIM4	0	-6	5475	1428
SIGLEC10	0	-7	5475	-701
NAV2	0	-6	5475	1428
ABCC10	0	-7	5475	-701
SEC16B	0	-5	5475	4404
SLC25A21	0	-6	5475	1428
RHOT2	0	-7	5475	-701
KLC4	0	-9	5475	-2868
RSPRY1	0	-6	5475	1428
DPH6	0	-5	5475	4404
UBE3D	0	-6	5475	1428
LACRT	0	-5	5475	4404
PHLDB2	0	-8	5475	-2004
KCNH7	0	-5	5475	4404
FRMD7	0	-7	5475	-701
SNX21	0	-6	5475	1428
KIAA2013	0	-6	5475	1428
OTULIN	0	-10	5475	-3431
KLHL13	0	-6	5475	1428
ZNF616	0	-6	5475	1428
ZNF766	0	-7	5475	-701
CCDC97	0	-6	5475	1428
SAMD1	0	-7	5475	-701
DCAF15	0	-5	5475	4404
TICRR	0	-6	5475	1428
TMEM41A	0	-6	5475	1428
IFT20	0	-7	5475	-701
KNSTRN	0	-6	5475	1428
ZNF622	0	-8	5475	-2004
ERI1	0	-6	5475	1428
GADD45GIP1	0	-8	5475	-2004
TMEM263	0	-8	5475	-2004
SCRN2	0	-6	5475	1428
SHF	0	-5	5475	4404
MCU	0	-6	5475	1428
TIMM29	0	-7	5475	-701
LYRM7	0	-5	5475	4404
LINC00473	0	-7	5475	-701
COX19	0	-6	5475	1428
TBL1Y	0	-6	5475	1428
SEC11C	0	-6	5475	1428
ANGEL2	0	-5	5475	4404
PIP4P1	0	-6	5475	1428
PRMT9	0	-6	5475	1428
ZNF598	0	-11	5475	-3874
DHX57	0	-13	5475	-4420
ZNF251	0	-6	5475	1428
CREB3L1	0	-9	5475	-2868
FMNL3	0	-6	5475	1428
DPP9	0	-7	5475	-701
TRIM47	0	-7	5475	-701
ZNF682	0	-6	5475	1428
SCARF2	0	-5	5475	4404
LMF2	0	-7	5475	-701
R3HDM4	0	-6	5475	1428
TMEM259	0	-8	5475	-2004
GUSBP11	0	-4	5475	21289
DERL3	0	-7	5475	-701
CDKN2AIPNL	0	-5	5475	4404
ANKRD40	0	-6	5475	1428
LIF-AS2	0	-6	5475	1428
UAP1L1	0	-6	5475	1428
SESTD1	0	-7	5475	-701
BTF3L4	0	-6	5475	1428
ATP23	0	-7	5475	-701
RCCD1	0	-5	5475	4404
RNF185	0	-7	5475	-701
ACBD5	0	-6	5475	1428
ANKRD44	0	-6	5475	1428
MTRFR	0	-6	5475	1428
RPS19BP1	0	-7	5475	-701
PLXNA4	0	-6	5475	1428
ZNF830	0	-7	5475	-701
SLFN11	0	-7	5475	-701
DEPDC7	0	-5	5475	4404
NEXN	0	-7	5475	-701
ATPAF2	0	-6	5475	1428
MYADM	0	-7	5475	-701
ZNF845	0	-7	5475	-701
MIDEAS	0	-9	5475	-2868
ZNF804A	0	-9	5475	-2868
NEK9	0	-9	5475	-2868
CHMP7	0	-8	5475	-2004
ALKBH8	0	-6	5475	1428
WDR20	0	-6	5475	1428
RFT1	0	-6	5475	1428
TTC5	0	-8	5475	-2004
COG7	0	-7	5475	-701
CTBP1-DT	0	-7	5475	-701
ZC3HAV1L	0	-6	5475	1428
INTS4	0	-6	5475	1428
DSEL	0	-6	5475	1428
MTSS2	0	-5	5475	4404
MTG1	0	-7	5475	-701
CDHR1	0	-7	5475	-701
RCSD1	0	-5	5475	4404
MRPS36	0	-6	5475	1428
ZNF461	0	-6	5475	1428
TMEM129	0	-7	5475	-701
METTL18	0	-7	5475	-701
MRRF	0	-8	5475	-2004
CHMP4C	0	-6	5475	1428
SPECC1	0	-6	5475	1428
TIMM50	0	-14	5475	-4627
MGME1	0	-9	5475	-2868
DTD1	0	-8	5475	-2004
FAM114A1	0	-7	5475	-701
ARRDC1	0	-5	5475	4404
SHKBP1	0	-7	5475	-701
H2AC25	0	-7	5475	-701
REEP6	0	-8	5475	-2004
IMP4	0	-7	5475	-701
HNRNPLL	0	-8	5475	-2004
MARS2	0	-6	5475	1428
MARCHF9	0	-7	5475	-701
PKHD1L1	0	-5	5475	4404
NEURL3	0	-6	5475	1428
RPS10P5	0	-7	5475	-701
LEMD1	0	-6	5475	1428
HAUS8	0	-8	5475	-2004
MVB12A	0	-5	5475	4404
MMGT1	0	-7	5475	-701
SYCE1	0	-7	5475	-701
ARMC6	0	-7	5475	-701
MAPK1IP1L	0	-6	5475	1428
TRMT10A	0	-7	5475	-701
MRFAP1	0	-6	5475	1428
TADA2B	0	-9	5475	-2868
TJAP1	0	-5	5475	4404
MYOCD	0	-4	5475	21289
ACP4	0	-5	5475	4404
CGB5	0	-6	5475	1428
ARHGAP18	0	-7	5475	-701
CADPS2	0	-6	5475	1428
CLEC6A	0	-6	5475	1428
PIGS	0	-7	5475	-701
LRRC4B	0	-6	5475	1428
HTRA3	0	-6	5475	1428
SYAP1	0	-8	5475	-2004
LENG9	0	-6	5475	1428
SFXN1	0	-13	5475	-4420
ORMDL1	0	-6	5475	1428
ORMDL3	0	-8	5475	-2004
PAXBP1	0	-9	5475	-2868
SYTL4	0	-7	5475	-701
SYTL5	0	-6	5475	1428
ARHGAP12	0	-7	5475	-701
OPN4	0	-5	5475	4404
H2AZ2	0	-11	5475	-3874
EPSTI1	0	-7	5475	-701
TP53INP1	0	-8	5475	-2004
CEP41	0	-6	5475	1428
LIMS3	0	-6	5475	1428
TGS1	0	-9	5475	-2868
MYL12B	0	-11	5475	-3874
DTD2	0	-5	5475	4404
GTF3C6	0	-5	5475	4404
SNX18	0	-7	5475	-701
CYTOR	0	-12	5475	-4179
TUBA3E	0	-6	5475	1428
FDX2	0	-8	5475	-2004
TP53RK	0	-7	5475	-701
SGF29	0	-6	5475	1428
VPS26B	0	-6	5475	1428
CFAP36	0	-6	5475	1428
MED8	0	-6	5475	1428
KTI12	0	-5	5475	4404
PLCD3	0	-7	5475	-701
CDCA5	0	-8	5475	-2004
AHNAK2	0	-8	5475	-2004
SAAL1	0	-6	5475	1428
CHST14	0	-6	5475	1428
GOLM2	0	-6	5475	1428
KIF12	0	-5	5475	4404
MISP3	0	-6	5475	1428
SLC46A1	0	-6	5475	1428
MFSD3	0	-5	5475	4404
SDSL	0	-6	5475	1428
ZNF257	0	-6	5475	1428
MCM3AP-AS1	0	-9	5475	-2868
BUD23	0	-8	5475	-2004
SLC2A13	0	-6	5475	1428
MBD6	0	-6	5475	1428
GPRIN1	0	-5	5475	4404
SLC25A25	0	-6	5475	1428
STK11IP	0	-6	5475	1428
FMNL2	0	-12	5475	-4179
RNF157	0	-4	5475	21289
LENG8	0	-7	5475	-701
PWWP2A	0	-8	5475	-2004
OSBPL1A	0	-6	5475	1428
OSBPL6	0	-6	5475	1428
OSBPL8	0	-8	5475	-2004
OSBPL9	0	-10	5475	-3431
OSBPL11	0	-8	5475	-2004
C1QTNF6	0	-7	5475	-701
FBXO32	0	-6	5475	1428
PTPMT1	0	-7	5475	-701
FLYWCH2	0	-5	5475	4404
VASN	0	-7	5475	-701
NT5C3B	0	-6	5475	1428
CCDC124	0	-8	5475	-2004
KCTD12	0	-7	5475	-701
DDIT4L	0	-7	5475	-701
FBXO17	0	-5	5475	4404
PCMTD1	0	-5	5475	4404
GPR146	0	-6	5475	1428
UHRF2	0	-8	5475	-2004
ZNF689	0	-5	5475	4404
FCHO2	0	-7	5475	-701
ZNF501	0	-6	5475	1428
TNFRSF13C	0	-5	5475	4404
KIR3DL3	0	-5	5475	4404
NOSTRIN	0	-8	5475	-2004
ALPK2	0	-6	5475	1428
TRMT61A	0	-11	5475	-3874
DIS3L	0	-6	5475	1428
ARL11	0	-5	5475	4404
DHRS1	0	-6	5475	1428
LYSMD3	0	-5	5475	4404
DNTTIP1	0	-9	5475	-2868
FOXP4	0	-11	5475	-3874
DNAAF10	0	-7	5475	-701
NUS1	0	-6	5475	1428
FAM210B	0	-6	5475	1428
TM4SF19	0	-6	5475	1428
ZMYND19	0	-5	5475	4404
COX20	0	-7	5475	-701
TLCD1	0	-5	5475	4404
RBP7	0	-5	5475	4404
IL22RA2	0	-7	5475	-701
TM4SF18	0	-6	5475	1428
TOP1MT	0	-7	5475	-701
NIBAN1	0	-7	5475	-701
MRGPRF	0	-6	5475	1428
MRPL53	0	-7	5475	-701
MRPL54	0	-6	5475	1428
SNAP47	0	-6	5475	1428
LEAP2	0	-7	5475	-701
ARAP2	0	-8	5475	-2004
ARAP1	0	-9	5475	-2868
AGAP1	0	-8	5475	-2004
AGAP3	0	-11	5475	-3874
CATSPER2	0	-7	5475	-701
DCD	0	-15	5475	-4802
RAB3IP	0	-7	5475	-701
SSX2IP	0	-7	5475	-701
FTSJ3	0	-14	5475	-4627
TAGAP	0	-5	5475	4404
TWIST2	0	-5	5475	4404
PARD3B	0	-6	5475	1428
UBE2J2	0	-7	5475	-701
EXOSC6	0	-14	5475	-4627
ZNF511	0	-6	5475	1428
CHCHD1	0	-7	5475	-701
PSTK	0	-5	5475	4404
PIK3AP1	0	-6	5475	1428
ZFYVE27	0	-6	5475	1428
MMP21	0	-6	5475	1428
COMTD1	0	-6	5475	1428
FRA10AC1	0	-6	5475	1428
SFXN2	0	-7	5475	-701
PDZD8	0	-7	5475	-701
SFXN4	0	-6	5475	1428
FAT3	0	-5	5475	4404
TRIM64	0	-7	5475	-701
TMEM45B	0	-6	5475	1428
CYP2R1	0	-7	5475	-701
JAML	0	-5	5475	4404
DNAJC24	0	-6	5475	1428
NOPCHAP1	0	-6	5475	1428
SLC15A4	0	-5	5475	4404
H4C16	0	-5	5475	4404
ALKBH2	0	-7	5475	-701
CSNK1A1L	0	-6	5475	1428
ADSS1	0	-6	5475	1428
MRPL52	0	-6	5475	1428
FRMD6	0	-5	5475	4404
SOCS4	0	-6	5475	1428
NAA30	0	-6	5475	1428
ISCA2	0	-8	5475	-2004
LEO1	0	-8	5475	-2004
C15orf40	0	-6	5475	1428
SENP8	0	-5	5475	4404
MTFMT	0	-7	5475	-701
TARS3	0	-6	5475	1428
PLA2G4E	0	-5	5475	4404
NTAN1	0	-5	5475	4404
DCUN1D3	0	-5	5475	4404
SPATA2L	0	-7	5475	-701
ZG16B	0	-6	5475	1428
PAQR4	0	-7	5475	-701
ZC3H18	0	-11	5475	-3874
EARS2	0	-8	5475	-2004
SNX20	0	-5	5475	4404
HSF5	0	-6	5475	1428
SLC38A10	0	-6	5475	1428
OVCA2	0	-6	5475	1428
HEXIM2	0	-7	5475	-701
LSM12	0	-11	5475	-3874
CCDC43	0	-6	5475	1428
SPNS2	0	-6	5475	1428
MRPL10	0	-6	5475	1428
WDR81	0	-5	5475	4404
ZSWIM7	0	-6	5475	1428
INO80C	0	-6	5475	1428
TTC39C	0	-6	5475	1428
ZNF543	0	-6	5475	1428
RAVER1	0	-13	5475	-4420
MICOS13	0	-6	5475	1428
TRAPPC5	0	-7	5475	-701
ZNF813	0	-7	5475	-701
ALDH16A1	0	-8	5475	-2004
NLRP5	0	-7	5475	-701
ZNF787	0	-6	5475	1428
TMIGD2	0	-5	5475	4404
IRGQ	0	-7	5475	-701
ZNF428	0	-6	5475	1428
MOB3A	0	-5	5475	4404
NDUFA11	0	-5	5475	4404
LRRC25	0	-6	5475	1428
WTIP	0	-6	5475	1428
C19orf47	0	-6	5475	1428
C2CD4C	0	-5	5475	4404
TCHHL1	0	-5	5475	4404
KDF1	0	-5	5475	4404
B3GALT6	0	-7	5475	-701
IFFO2	0	-5	5475	4404
H3C14	0	-6	5475	1428
LYPLAL1	0	-8	5475	-2004
TYW3	0	-6	5475	1428
ERICH3	0	-7	5475	-701
PRXL2B	0	-5	5475	4404
TCEANC2	0	-6	5475	1428
C1orf122	0	-6	5475	1428
OSCP1	0	-5	5475	4404
UBXN10	0	-6	5475	1428
ARL8A	0	-6	5475	1428
C1orf131	0	-8	5475	-2004
EDARADD	0	-6	5475	1428
IQGAP3	0	-10	5475	-3431
NAXE	0	-7	5475	-701
MRPL55	0	-7	5475	-701
H2BC26	0	-9	5475	-2868
DRAM2	0	-6	5475	1428
CHMP4B	0	-10	5475	-3431
PIGU	0	-7	5475	-701
ANKRD54	0	-5	5475	4404
NUP35	0	-7	5475	-701
XIRP2	0	-8	5475	-2004
TYW5	0	-5	5475	4404
MITD1	0	-5	5475	4404
DIS3L2	0	-6	5475	1428
TAF8	0	-6	5475	1428
FBLN7	0	-5	5475	4404
ACMSD	0	-5	5475	4404
CLHC1	0	-6	5475	1428
C2orf76	0	-5	5475	4404
ACVR1C	0	-5	5475	4404
OSR1	0	-7	5475	-701
UBR3	0	-7	5475	-701
GALM	0	-6	5475	1428
FBXO36	0	-5	5475	4404
MTERF4	0	-6	5475	1428
MIX23	0	-7	5475	-701
OTOL1	0	-5	5475	4404
TRIM71	0	-8	5475	-2004
CHCHD4	0	-5	5475	4404
DCBLD2	0	-8	5475	-2004
NUDT16	0	-6	5475	1428
METTL6	0	-5	5475	4404
TAMM41	0	-7	5475	-701
