## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta	views	view_delta	view_rank	view_rank_delta
CSPP1	6	0	2224	4700	0	0
TREML2	6	6	2224	15389	0	0
CAAP1	6	-3	2224	393	0	-1	10863	3265
CYBRD1	6	6	2224	15389	10	-9	1753	748
NAA60	6	6	2224	15389	0	0
DHDDS	6	6	2224	15389	1	-1	7644	1970
WLS	6	-1	2224	2573	0	0	11186	-46
STN1	6	-1	2224	2573	0	0
GREB1L	6	6	2224	15389	1	1	7659	-3434
RMI1	6	1	2224	7672	2	2	5672	-5433
BAIAP2L2	6	6	2224	15389	0	0
EDC3	6	-5	2224	-604	1	1	7922	-3701
CTC1	6	0	2224	4700	0	0
IFT74	6	-1	2224	2573	0	0	11315	-54
TEDC2	6	6	2224	15389	1	0	7810	-34
SPG11	6	1	2224	7672	3	1	3778	-892
TRIM45	6	6	2224	15389	1	1	7805	-3591
EFHD1	6	0	2224	4700	0	0
PDGFD	6	1	2224	7672	1	0	7806	-30
PUS1	6	-3	2224	393	0	0	11594	-50
COASY	6	-2	2224	1268	2	-3	5802	2643
COL18A1	6	-3	2224	393	2	0	4652	-37
OR51E2	6	6	2224	15389	4	-3	3653	1274
CLPB	6	-5	2224	-604	23	13	820	-994
DIAPH3	6	-1	2224	2573	0	0
TRIM7	6	-3	2224	393	0	0
ADAMTS12	6	6	2224	15389	3	1	4474	-1243
SFXN3	6	-5	2224	-604	0	0
SOX7	6	0	2224	4700	0	0	11761	-46
ESPN	6	0	2224	4700	5	5	2774	-5694
RIOK1	6	-6	2224	-922	1	0	7920	-33
TAS1R3	6	6	2224	15389	5	-1	2779	362
ANGPTL6	6	0	2224	4700	0	0
WDR87	6	6	2224	15389	0	0
DTNBP1	6	6	2224	15389	1	-1	6569	1527
FBXO30	6	-2	2224	1268	0	0
USP44	6	6	2224	15389	1	1	7994	-3762
FAM161A	6	-2	2224	1268	0	0
SETD3	6	-3	2224	393	1	1	6013	-2444
MEX3B	6	6	2224	15389	0	-1	11609	3637
C2orf16	6	0	2224	4700	0	-3	11572	7027
QNG1	6	0	2224	4700	0	0
RNF135	6	0	2224	4700	1	0	7769	-34
NTPCR	6	-6	2224	-922	0	0
GINS4	6	-3	2224	393	0	0
NUDT22	6	6	2224	15389	0	0
MAML2	6	-2	2224	1268	5	3	3176	-2677
MEGF10	6	6	2224	15389	2	-4	5890	3154
FBN3	6	6	2224	15389	0	0
ST6GAL2	6	6	2224	15389	1	1	7869	-3652
GLIS2	6	6	2224	15389	1	0	6038	-13
RETNLB	6	6	2224	15389	2	-1	5787	1250
USP32	6	0	2224	4700	0	0
LOXL3	6	1	2224	7672	0	0	11492	-58
CREB3L3	6	6	2224	15389	0	0
CBX2	6	-3	2224	393	5	3	3164	-2620
PCGF1	6	-2	2224	1268	3	2	4503	-3415
DLGAP1-AS2	6	-1	2224	2573	0	0
TUBA1C	6	-11	2224	-1759	0	-1	11470	3568
MIR503HG	6	1	2224	7672	0	0
KLHL22	6	-1	2224	2573	0	0
PTPN5	6	6	2224	15389	2	0	5788	7
AGBL4	6	6	2224	15389	0	-1	11482	3574
ZDHHC12	6	6	2224	15389	0	0
PPP1R15B	6	1	2224	7672	0	0
SLC49A4	6	6	2224	15389	0	-2	11514	5724
RBM17	6	-8	2224	-1373	0	0	11720	-44
TMEM60	6	6	2224	15389	0	0
SMIM3	6	6	2224	15389	0	0
SNHG12	6	-1	2224	2573	0	0
NKD1	6	0	2224	4700	0	0	11429	-64
RPPH1	6	-1	2224	2573	0	0
SERPINB12	6	-10	2224	-1657	0	0
WNT3A	6	1	2224	7672	13	-5	1417	358
HPS4	6	6	2224	15389	2	0	5774	2
ARHGAP11B	6	-1	2224	2573	7	1	2420	-311
OLMALINC	6	6	2224	15389	0	0
PYGO2	6	-1	2224	2573	0	0	11651	-38
JPT2	6	-1	2224	2573	0	-1	11674	3662
RLIG1	6	1	2224	7672	0	0
RSAD2	6	6	2224	15389	9	-1	1951	132
NLRP12	6	0	2224	4700	2	-3	5734	2591
CENPL	6	6	2224	15389	0	-1	11290	3481
CHRDL1	6	6	2224	15389	2	2	4672	-3948
NDUFAF2	6	-1	2224	2573	0	0	11188	-46
LINC01278	6	6	2224	15389	0	0
NAF1	6	-3	2224	393	0	0
BBIP1	6	6	2224	15389	0	0
G6PC3	6	-1	2224	2573	1	-1	8058	2189
MILIP	6	-3	2224	393	0	0
SLC38A5	6	6	2224	15389	3	2	4543	-3609
IGSF8	6	-1	2224	2573	3	0	4538	-43
SYTL5	6	6	2224	15389	0	0
FOXQ1	6	-2	2224	1268	3	3	4514	-7178
PRRT2	6	6	2224	15389	1	-1	7966	2141
CMTM7	6	6	2224	15389	0	-1	8448	2380
RDH13	6	6	2224	15389	1	-1	7973	2147
IL17F	6	-1	2224	2573	0	0	8503	-85
L3HYPDH	6	-1	2224	2573	0	0
NACC1	6	-3	2224	393	0	-1	11953	3820
LARP4	6	-9	2224	-1541	0	-1	11944	3814
HELQ	6	6	2224	15389	0	0	11979	-27
LINC00313	6	2	2224	15249	0	0
TRIM9	6	0	2224	4700	2	2	5896	-6133
TXNRD3	6	6	2224	15389	0	0
LACTB	6	-4	2224	-175	1	1	8086	-3955
C1QTNF1	6	0	2224	4700	1	0	8155	-88
ATG4A	6	1	2224	7672	0	-1	12193	3954
OMA1	6	6	2224	15389	4	1	3715	-880
FCRL3	6	6	2224	15389	6	1	2762	-419
RMI2	6	0	2224	4700	0	0
LRRC3B	6	6	2224	15389	0	-1	11830	3741
FAM210B	6	6	2224	15389	0	-1	11849	3751
PANX3	6	6	2224	15389	0	0
GRIN3A	6	6	2224	15389	2	-2	5898	2177
THEM4	6	0	2224	4700	0	0
ARL14EP	6	1	2224	7672	0	0
SDR9C7	6	6	2224	15389	0	0
TPH2	6	6	2224	15389	10	0	1757	-66
SLC51B	6	-1	2224	2573	1	-1	7944	2134
NOXO1	6	6	2224	15389	0	0	11653	-40
USP43	6	0	2224	4700	0	0
B4GALNT2	6	0	2224	4700	1	-1	8140	2236
C17orf49	6	-2	2224	1268	0	0
LOXHD1	6	2	2224	15249	27	26	706	-7523
JOSD2	6	-2	2224	1268	0	0
MISP	6	-7	2224	-1157	0	0
CYP4F22	6	6	2224	15389	0	-1	12078	3892
ANKLE1	6	6	2224	15389	0	0
UHMK1	6	6	2224	15389	1	0	7919	-32
WFDC12	6	6	2224	15389	0	0
TANGO2	6	1	2224	7672	5	1	3161	-530
MBOAT2	6	0	2224	4700	0	0	11392	-61
RBM45	6	1	2224	7672	0	0
BBS5	6	6	2224	15389	1	1	7846	-3625
ZNF513	6	6	2224	15389	0	0
CRYBG3	6	6	2224	15389	0	0
PPM1M	6	6	2224	15389	0	0
SCLT1	6	1	2224	7672	0	0
SPATA18	6	6	2224	15389	0	0
ARL9	6	6	2224	15389	0	0
TAAR1	6	6	2224	15389	100	1	167	-8
SDHAF4	6	1	2224	7672	0	0
PXDNL	6	6	2224	15389	0	0
HGSNAT	6	6	2224	15389	1	0	8191	-101
FUNDC1	6	0	2224	4700	0	0	12244	-12
NEK7	6	-3	2224	393	0	0
TRIM69	6	-2	2224	1268	3	3	4550	-7517
SLC34A3	6	6	2224	15389	2	0	5942	25
PSMA8	6	0	2224	4700	0	0	12574	5
LAYN	6	6	2224	15389	3	3	4579	-7938
SPINDOC	6	-3	2224	393	0	0
TMEM86A	6	0	2224	4700	0	0
A2ML1	6	-2	2224	1268	1	0	7914	-29
SLC38A6	6	0	2224	4700	0	0
OTOA	6	6	2224	15389	0	0	8439	-82
CARMIL2	6	-1	2224	2573	0	0
IL34	6	-1	2224	2573	18	9	1055	-915
TMEM199	6	6	2224	15389	0	0
TICAM1	6	-1	2224	2573	10	-12	1680	811
SHISA4	6	0	2224	4700	0	-5	11857	8689
COMMD7	6	6	2224	15389	0	0
LINC00342	6	6	2224	15389	0	0
FAM117B	6	6	2224	15389	0	0
SEPTIN10	6	-1	2224	2573	0	-1	12094	3902
ERFE	6	0	2224	4700	21	-7	874	181
SGO2	6	-1	2224	2573	0	0	12091	-25
BTLA	6	-2	2224	1268	11	-17	1624	911
RNF38	6	1	2224	7672	2	2	5893	-6108
GLIPR2	6	0	2224	4700	0	0
CCDC50	6	-2	2224	1268	0	-1	12134	3924
KLB	6	-1	2224	2573	0	0
AMOTL1	6	1	2224	7672	1	-2	8071	3488
LRATD2	6	0	2224	4700	2	2	5901	-6134
ZDHHC15	6	6	2224	15389	0	0
GPR180	6	6	2224	15389	0	0
SPRED1	6	6	2224	15389	7	3	2434	-1294
SLFN5	6	0	2224	4700	2	-4	5924	3180
NAGS	6	6	2224	15389	0	0
SYNE4	6	6	2224	15389	0	0
IFNLR1	6	6	2224	15389	1	0	8170	-93
CCDC138	6	6	2224	15389	6	5	2761	-5540
RNF168	6	-3	2224	393	0	0
BBS12	6	6	2224	15389	1	0	8182	-104
ADGRA3	6	6	2224	15389	1	0	8201	-101
SGMS2	6	6	2224	15389	0	0
COL22A1	6	0	2224	4700	1	1	6063	-2482
FUT11	6	1	2224	7672	0	0
ZNF384	6	-5	2224	-604	2	1	5933	-2326
EMX2OS	6	6	2224	15389	0	0
KRT78	6	-4	2224	-175	0	0	11765	-47
DCP1B	6	0	2224	4700	3	3	4525	-7284
MLKL	6	1	2224	7672	6	-1	2748	358
NLRP7	6	-1	2224	2573	2	1	5674	-2022
SPAG17	6	-2	2224	1268	0	0
APOBEC3F	6	1	2224	7672	0	-1	12040	3867
RAB12	6	0	2224	4700	0	0
ZSCAN4	6	6	2224	15389	1	1	7987	-3760
STT3B	6	-2	2224	1268	3	3	4545	-7510
DNAH12	6	-1	2224	2573	0	0
TIGIT	6	-11	2224	-1759	55	9	339	-78
TUBB	6	-22	2224	-2146	4	2	3724	-2214
ANKS6	6	1	2224	7672	0	0
CERS3	6	1	2224	7672	1	0	8272	-109
MTIF3	6	0	2224	4700	0	0
LRTOMT	6	6	2224	15389	1	-1	8215	2278
ATOH7	6	6	2224	15389	0	0
HNRNPA3	6	-13	2224	-1919	0	-1	12096	3901
KIF6	6	6	2224	15389	0	0	12203	-11
ZBTB12	6	6	2224	15389	0	0
RBM24	6	6	2224	15389	0	0
GPC2	6	6	2224	15389	1	-1	8220	2280
FAM83B	6	-2	2224	1268	0	0
LHFPL5	6	6	2224	15389	0	0	12495	-2
DEFB119	6	6	2224	15389	0	0	12482	-1
SLC17A8	6	6	2224	15389	2	0	5984	9
TMEM9	6	2	2224	15249	2	0	5959	16
EPHX4	6	1	2224	7672	0	0
TMEM244	6	0	2224	4700	0	0
EHBP1L1	6	1	2224	7672	0	0
NUTM1	6	-2	2224	1268	0	0
KANK3	6	6	2224	15389	0	0
FRMD3	6	6	2224	15389	0	0
DSCR9	6	6	2224	15389	0	0
HSPA12A	6	0	2224	4700	0	0
TMIE	6	0	2224	4700	0	0
IL4I1	6	-1	2224	2573	0	0
NPHP4	6	6	2224	15389	2	1	5874	-2217
IFNL1	6	0	2224	4700	21	13	883	-1165
SBF2-AS1	6	-1	2224	2573	0	0
H19	6	-7	2224	-1157	10	-1	1762	72
P4HA3	6	6	2224	15389	0	0
TMEM132D-AS1	6	6	2224	15389	0	0
SLC39A5	6	6	2224	15389	0	0
ADGRD1	6	6	2224	15389	0	-1	12410	4102
CEP170B	6	0	2224	4700	0	0
EXOC3L1	6	6	2224	15389	0	0	12311	-5
TSEN54	6	6	2224	15389	0	-1	12304	4028
KANSL1	6	1	2224	7672	0	-1	8473	2389
NEK8	6	6	2224	15389	0	0	12225	-11
TMEM105	6	6	2224	15389	0	0
WDR62	6	-3	2224	393	3	3	4570	-7848
MFSD4A-AS1	6	6	2224	15389	0	0
AATBC	6	6	2224	15389	0	0
SH3PXD2B	6	-1	2224	2573	0	0
KIAA0825	6	6	2224	15389	0	0	12368	-5
PNPLA1	6	-1	2224	2573	0	0
HOXA-AS2	6	0	2224	4700	0	0
LINC02878	6	6	2224	15389	0	0	12863	3
TPRN	6	0	2224	4700	0	0
CFAP47	6	6	2224	15389	1	1	8243	-4250
TRIM59	6	-2	2224	1268	0	0
IFNE	6	1	2224	7672	0	0
FFAR4	6	-2	2224	1268	6	-9	2473	1279
ST8SIA6	6	6	2224	15389	3	1	4561	-1352
LINC01089	6	6	2224	15389	0	0
LINC00667	6	-1	2224	2573	0	0
RXFP4	6	0	2224	4700	7	3	2435	-1303
NAT8L	6	6	2224	15389	0	0
NEK5	6	6	2224	15389	0	0
RSPO4	6	6	2224	15389	1	1	8179	-4157
OSTN	6	6	2224	15389	0	0
TUBB8	6	-4	2224	-175	0	0
SOX2-OT	6	6	2224	15389	0	-1	12508	4160
GEN1	6	-1	2224	2573	2	2	5971	-6583
NIPAL4	6	6	2224	15389	2	2	5968	-6545
IRF2BP2	6	-5	2224	-604	0	0	12618	2
NCR3LG1	6	6	2224	15389	0	0
KRT77	6	-3	2224	393	0	0	8607	-97
PTPRQ	6	-1	2224	2573	0	0
SBSN	6	-4	2224	-175	0	0
PEAR1	6	6	2224	15389	0	0
CERKL	6	6	2224	15389	0	0
SLC26A5	6	6	2224	15389	14	1	1288	-89
PNPLA7	6	6	2224	15389	0	0
TPTEP1	6	1	2224	7672	0	0
BLOC1S3	6	0	2224	4700	0	0
COA6	6	-1	2224	2573	0	0	12274	-10
SNHG17	6	-2	2224	1268	0	0
MFSD2B	6	6	2224	15389	1	0	8174	-101
PCARE	6	6	2224	15389	0	0
GRXCR1	6	6	2224	15389	0	-1	12490	4147
GLIDR	6	6	2224	15389	0	0
FLT1P1	6	6	2224	15389	0	0
PCNX3	6	6	2224	15389	0	0	12351	-2
DICER1-AS1	6	6	2224	15389	0	0
GASAL1	6	6	2224	15389	0	0
NANOGP1	6	6	2224	15389	0	0
ERVFRD-1	6	0	2224	4700	5	3	3189	-2788
MIRLET7C	6	-5	2224	-604	0	0
MIR100	6	1	2224	7672	0	0
MIR10B	6	-2	2224	1268	0	0
MIR127	6	-2	2224	1268	0	0
MIR129-1	6	-1	2224	2573	0	0
MIR138-2	6	1	2224	7672	0	0
MIR15A	6	-4	2224	-175	0	0
MIR181C	6	0	2224	4700	0	0
MIR192	6	-3	2224	393	0	0
MIR196A2	6	-2	2224	1268	0	-2	12521	6567
MIR19A	6	-2	2224	1268	0	0
MIR206	6	-1	2224	2573	0	0
MIR211	6	-1	2224	2573	0	0
MIR215	6	0	2224	4700	0	0
MIR218-1	6	-7	2224	-1157	0	0
MIR218-2	6	-5	2224	-604	0	0
MIR219A1	6	6	2224	15389	0	0
MIR221	6	-5	2224	-604	0	0
MIR25	6	-1	2224	2573	0	0
MIR26B	6	-1	2224	2573	0	0
MIR29C	6	-2	2224	1268	0	0
MIR301A	6	0	2224	4700	0	0
MIR30B	6	-4	2224	-175	0	0
MIR32	6	0	2224	4700	0	0
MIR9-1	6	2	2224	15249	0	0
MIR99A	6	-2	2224	1268	0	0
LHX8	6	0	2224	4700	0	0
EIF2AK4	6	-7	2224	-1157	5	-3	3190	1029
H2BC18	6	-3	2224	393	2	2	5989	-6718
CFAP96	6	6	2224	15389	0	0
MIR133B	6	-3	2224	393	0	0
MIR302D	6	6	2224	15389	0	0
MIR323A	6	-2	2224	1268	0	0
MIR326	6	-4	2224	-175	0	0
MIR328	6	-5	2224	-604	0	0
MIR335	6	-5	2224	-604	0	0
MIR338	6	-5	2224	-604	0	0
MIR339	6	-1	2224	2573	0	0
MIR369	6	6	2224	15389	0	0
KPRP	6	-9	2224	-1541	0	0
HCG11	6	-1	2224	2573	0	0
TRIM72	6	-3	2224	393	0	0
PJVK	6	6	2224	15389	0	-1	8408	2364
TYMSOS	6	6	2224	15389	0	0
JPX	6	6	2224	15389	1	0	8286	-108
MIR409	6	-3	2224	393	0	0
MIR485	6	-7	2224	-1157	0	0
MIR489	6	-1	2224	2573	1	1	8285	-4404
MIR202	6	-1	2224	2573	0	0
MIR493	6	0	2224	4700	0	0
MIR193B	6	0	2224	4700	0	0
MIR519C	6	6	2224	15389	0	0
MIR527	6	6	2224	15389	0	0
MIR506	6	-1	2224	2573	0	0
MIR483	6	0	2224	4700	0	0
TMEM72	6	6	2224	15389	1	1	8295	-4426
LIPN	6	6	2224	15389	1	1	8289	-4414
CASC16	6	-2	2224	1268	0	0
LINC01128	6	6	2224	15389	0	0
CRNDE	6	0	2224	4700	0	0
IGFL2-AS1	6	6	2224	15389	0	0
LINC00520	6	6	2224	15389	0	0	12617	3
LINC00607	6	1	2224	7672	0	0	12735	-1
GAS6-AS1	6	6	2224	15389	0	0
FAM138B	6	6	2224	15389	0	0
PAX8-AS1	6	0	2224	4700	0	0
MIR411	6	0	2224	4700	0	0
MIR421	6	6	2224	15389	0	0
MIR548C	6	6	2224	15389	0	0
MIR556	6	6	2224	15389	0	0
MIR568	6	6	2224	15389	0	0
MIR574	6	6	2224	15389	0	0
MIR576	6	-1	2224	2573	0	0
MIR578	6	6	2224	15389	0	0
MIR613	6	-2	2224	1268	0	0
MIR631	6	6	2224	15389	0	0
MIR652	6	-2	2224	1268	0	0
MIR660	6	6	2224	15389	1	1	8307	-4477
MIR663A	6	0	2224	4700	0	0
SNHG4	6	0	2224	4700	0	0
FAM72A	6	6	2224	15389	0	0
HAR1A	6	6	2224	15389	0	0
HAR1B	6	6	2224	15389	0	0
PRCD	6	6	2224	15389	2	0	4918	8
MIR766	6	6	2224	15389	0	0
ESRG	6	6	2224	15389	0	0
SNHG8	6	6	2224	15389	0	0
MIR374B	6	6	2224	15389	0	0
MIR543	6	0	2224	4700	0	0
MIR874	6	1	2224	7672	0	0
MIR190B	6	6	2224	15389	0	0
MIR297	6	6	2224	15389	0	0
ST8SIA6-AS1	6	0	2224	4700	0	0
AGAP2-AS1	6	-4	2224	-175	0	0
ZNF316	6	6	2224	15389	0	0
FAM83A-AS1	6	1	2224	7672	0	0
LINC00543	6	6	2224	15389	0	0
MSC-AS1	6	1	2224	7672	0	0
LINC01004	6	6	2224	15389	0	0
LINC00941	6	0	2224	4700	0	0
LINC00173	6	6	2224	15389	0	0	12827	1
LMCD1-AS1	6	6	2224	15389	0	0
DUX4	6	2	2224	15249	5	-3	3192	1026
MCF2L-AS1	6	-1	2224	2573	0	0
MIR1914	6	6	2224	15389	0	0
MIR1205	6	6	2224	15389	0	0
MIR1278	6	6	2224	15389	0	0
MIR1206	6	6	2224	15389	0	0
MIR1228	6	0	2224	4700	0	0
MIR1277	6	6	2224	15389	0	0
MIR2053	6	6	2224	15389	0	0
MIR1238	6	6	2224	15389	0	0
MIR1236	6	1	2224	7672	0	0
MIR1227	6	6	2224	15389	0	0
MIR1303	6	-2	2224	1268	0	0
NCRUPAR	6	6	2224	15389	0	0
MIR3065	6	6	2224	15389	0	0
MIR3133	6	6	2224	15389	0	0
USP2-AS1	6	-2	2224	1268	0	0
LINC00673	6	-3	2224	393	0	0
MIR3692	6	6	2224	15389	0	0
LINC01133	6	6	2224	15389	0	0
MIR4458HG	6	6	2224	15389	0	0
LUCAT1	6	0	2224	4700	0	0
HOTAIRM1	6	0	2224	4700	0	0	12777	2
DDX11-AS1	6	6	2224	15389	0	0
TRG-AS1	6	6	2224	15389	0	0
LINC00665	6	-2	2224	1268	0	0
MRLN	6	6	2224	15389	0	0
SNHG16	6	-5	2224	-604	0	0
LINC01187	6	6	2224	15389	0	0
VIM-AS1	6	6	2224	15389	0	0	12781	2
EGFR-AS1	6	6	2224	15389	1	1	8300	-4438
MIR1268B	6	6	2224	15389	0	0
MIR4513	6	6	2224	15389	0	0
MIR371B	6	6	2224	15389	0	0
MIR4510	6	6	2224	15389	0	0
MIR4443	6	-2	2224	1268	0	0
MIR4707	6	6	2224	15389	0	0
MIR4488	6	6	2224	15389	0	0
PINK1-AS	6	6	2224	15389	0	0
TPRG1-AS1	6	-1	2224	2573	0	0
CACNA1C-AS2	6	1	2224	7672	0	0
HOXC-AS1	6	6	2224	15389	0	0
HOXC13-AS	6	0	2224	4700	0	0
LINC-ROR	6	-1	2224	2573	0	0
FAM157C	6	6	2224	15389	0	0
LINC01356	6	2	2224	15249	0	0
IL21-AS1	6	6	2224	15389	0	0
CCAT2	6	-2	2224	1268	0	0
ELFN1-AS1	6	1	2224	7672	0	0
LINC01608	6	6	2224	15389	0	0
KBTBD6-DT	6	6	2224	15389	0	0
LINC01871	6	6	2224	15389	0	0
THRIL	6	1	2224	7672	0	0
ZFPM2-AS1	6	0	2224	4700	0	0
ARFGEF1-DT	6	6	2224	15389	0	0
LINC01232	6	6	2224	15389	0	0
TP53COR1	6	1	2224	7672	1	1	8340	-4539
LINC01362	6	6	2224	15389	0	0
CLDN14-AS1	6	6	2224	15389	0	0
R3HDML-AS1	6	6	2224	15389	0	0
LINC01614	6	-3	2224	393	0	0
SIMALR	6	6	2224	15389	0	0
LOC109504725	6	6	2224	15389	0	0
LINC02154	6	0	2224	4700	0	0
LRRC51	6	6	2224	15389	0	0
TOMT	6	6	2224	15389	0	0
PPP1R15B-AS1	6	6	2224	15389	0	0
CEDORA	6	6	2224	15389	0	0
LINC03078	6	6	2224	15389	0	0
LINC03085	6	6	2224	15389	0	0
SMAD3-AS1	6	6	2224	15389	0	0
FPASL	6	-1	2224	2573	0	0
LNPPS	6	6	2224	15389	0	0
ACACA	5	-12	3949	-3484	7	-1	2231	204
ACADL	5	5	3949	13664	4	0	3325	-6
ACADS	5	-2	3949	848	7	3	2263	-1069
ACTC1	5	-5	3949	-1900	7	2	2226	-608
ACTN1	5	-12	3949	-3484	0	0	8923	-75
ADCYAP1	5	5	3949	13664	34	12	543	-332
ADH5	5	-3	3949	-457	2	-1	4692	870
ADORA1	5	-2	3949	848	50	-12	380	85
AK4P1	5	5	3949	13664	0	0
ALDOA	5	-13	3949	-3563	30	-6	593	74
ALPP	5	0	3949	5947	17	-2	1080	105
SLC25A5	5	-20	3949	-3830	2	0	4755	-19
ANXA5	5	-10	3949	-3266	52	-4	361	23
ANXA11	5	-6	3949	-2329	2	0	4741	-25
APEX1	5	-10	3949	-3266	3	0	3853	-17
APLP2	5	-2	3949	848	0	0	8600	-97
ARF3	5	-6	3949	-2329	0	-1	8584	2406
ARF5	5	-4	3949	-1332	0	-1	8602	2408
RND3	5	-1	3949	2975	1	0	6209	16
ARHGDIA	5	-7	3949	-2647	0	-1	8599	2408
ASIP	5	5	3949	13664	21	11	869	-837
ATIC	5	-8	3949	-2882	2	0	4621	-33
ATP5F1E	5	0	3949	5947	1	-1	6230	1446
AVPR1B	5	-1	3949	2975	5	2	2845	-995
AZF1	5	0	3949	5947	0	0
B2M	5	-9	3949	-3098	179	29	74	-20
BAD	5	5	3949	13664	20	-9	914	247
BCL9	5	5	3949	13664	6	1	2520	-341
CFB	5	-3	3949	-457	37	6	510	-134
BPI	5	5	3949	13664	3	-3	3759	1337
KLF9	5	-5	3949	-1900	4	3	3290	-2949
BTK	5	1	3949	13524	107	18	149	-48
BUB1B	5	-3	3949	-457	2	-1	4814	890
TSPO	5	-1	3949	2975	39	19	473	-454
C1S	5	5	3949	13664	6	-3	2493	636
C4A	5	-5	3949	-1900	8	-1	2042	168
C9	5	5	3949	13664	9	1	1778	-208
CACNA1F	5	-3	3949	-457	0	-1	8517	2408
CACNA1S	5	5	3949	13664	13	-1	1344	85
DDR1	5	-7	3949	-2647	19	-4	961	131
CALU	5	-6	3949	-2329	5	3	2819	-1883
CASP2	5	-3	3949	-457	19	5	978	-343
CASP6	5	-1	3949	2975	6	-1	2480	285
CD5L	5	5	3949	13664	2	-2	4668	1435
CD9	5	-3	3949	-457	51	14	366	-142
CD34	5	-2	3949	848	142	-6	112	11
ENTPD1	5	-4	3949	-1332	30	9	594	-296
ENTPD3	5	5	3949	13664	5	5	2847	-5819
CD79A	5	-1	3949	2975	20	-3	920	93
CDK11B	5	-6	3949	-2329	2	2	4717	-3950
CDH4	5	-1	3949	2975	4	0	3264	3
CDK8	5	-2	3949	848	14	-11	1306	521
CDK9	5	-9	3949	-3098	3	-1	4047	620
CEACAM5	5	5	3949	13664	16	-15	1129	507
CEBPE	5	5	3949	13664	2	1	4730	-1438
CHAT	5	5	3949	13664	56	6	329	-51
FOXN3	5	5	3949	13664	0	0	8529	-88
CHKB	5	-1	3949	2975	1	1	6124	-2490
CHM	5	-1	3949	2975	7	-1	2293	226
CKB	5	-11	3949	-3382	11	6	1547	-1274
ERCC8	5	5	3949	13664	1	-2	6125	2315
CLCN4	5	5	3949	13664	1	-2	6120	2311
TPP1	5	-4	3949	-1332	8	-3	2086	448
CLTC	5	-18	3949	-3798	7	3	2218	-1021
CCR3	5	-3	3949	-457	12	1	1427	-131
CMKLR1	5	-1	3949	2975	7	-2	2219	366
COL5A1	5	-1	3949	2975	6	1	2459	-321
COL8A1	5	-2	3949	848	1	0	6014	6
COL10A1	5	-2	3949	848	11	4	1527	-648
CPE	5	5	3949	13664	5	-4	2926	1028
CLDN4	5	-4	3949	-1332	8	3	2009	-822
CRABP2	5	-3	3949	-457	2	-1	4708	871
ATF6B	5	5	3949	13664	1	0	6164	15
CREM	5	-2	3949	848	6	3	2594	-1481
CS	5	-2	3949	848	31	-29	578	272
CSNK1G3	5	-2	3949	848	0	0
CST1	5	-2	3949	848	1	-3	6158	2908
CTAG1B	5	-1	3949	2975	6	-2	2490	470
CTBP2	5	-6	3949	-2329	1	-6	6155	3943
CTNNA1	5	-6	3949	-2329	11	8	1550	-2275
CYBA	5	-1	3949	2975	9	8	1780	-4249
CYP1B1	5	-4	3949	-1332	9	-5	1815	530
CYP4B1	5	0	3949	5947	2	1	4765	-1450
DAB2	5	5	3949	13664	2	-1	4771	883
DGKB	5	5	3949	13664	2	1	4654	-1438
DARS1	5	-12	3949	-3484	1	0	6237	13
DCC	5	5	3949	13664	1	0	6192	16
DCT	5	-2	3949	848	9	4	1779	-990
DDB1	5	-17	3949	-3762	11	4	1556	-673
DDIT3	5	-4	3949	-1332	16	-2	1148	127
DEFA5	5	5	3949	13664	6	2	2453	-750
DES	5	-1	3949	2975	28	-18	652	239
DLG4	5	5	3949	13664	39	-7	474	59
DMRT1	5	-1	3949	2975	26	7	717	-263
DNA2	5	5	3949	13664	0	-2	8655	3856
DOCK2	5	-2	3949	848	3	-1	3875	575
DPT	5	-1	3949	2975	10	-2	1660	187
DRP2	5	5	3949	13664	0	0
DTNA	5	-1	3949	2975	0	-1	8721	2424
DUT	5	-5	3949	-1900	0	-8	8713	6668
DVL3	5	-2	3949	848	0	0	8700	-83
E2F3	5	-8	3949	-2882	2	2	4819	-3971
ECM1	5	-4	3949	-1332	6	-5	2525	916
LPAR1	5	5	3949	13664	8	3	2037	-838
EFNA4	5	5	3949	13664	1	-3	6196	2924
EGR2	5	-1	3949	2975	5	-11	2853	1715
EIF2S1	5	-9	3949	-3098	10	3	1666	-553
EIF2S3	5	-9	3949	-3098	3	3	3849	-4837
ELAVL4	5	-1	3949	2975	3	2	3889	-2388
ELF1	5	-3	3949	-457	2	-1	4831	895
EMP1	5	-2	3949	848	3	0	3894	-36
STOM	5	-6	3949	-2329	3	-5	3773	1779
EPRS1	5	-13	3949	-3563	1	-3	6339	3009
EREG	5	-2	3949	848	7	-1	2316	236
ERV3-1	5	5	3949	13664	2	0	4846	-6
ETF1	5	-3	3949	-457	4	-3	3382	1104
ETV2	5	-1	3949	2975	1	-2	6333	2381
ETV3	5	0	3949	5947	0	0	8768	-85
ACSL3	5	-3	3949	-457	5	2	2878	-1040
FAH	5	-2	3949	848	17	-5	1060	209
FBLN2	5	5	3949	13664	4	1	3298	-616
FBN2	5	-3	3949	-457	0	0
FGF4	5	5	3949	13664	6	-4	2523	789
FHIT	5	-1	3949	2975	7	3	2252	-1054
FHL1	5	-7	3949	-2647	1	-4	6077	3279
FOXF2	5	-3	3949	-457	0	0	8778	-85
